"";"x";"predicted";"conf.low";"conf.high";"group";"facet";"stimuli"
"294";2,92;0,778093908940922;0,807797826826851;0,743799393960238;"NR";"N";"Compl non-REW"
"296";2,92;0,72902276483716;0,763450198777512;0,689584765672946;"R";"N";"Compl REW"
"298";2,96;0,778697298600205;0,808377073173813;0,744420532250456;"NR";"N";"Compl non-REW"
"300";2,96;0,729661924024813;0,764067779320215;0,690238683332887;"R";"N";"Compl REW"
"302";3;0,781104273396256;0,810686393811728;0,746899654546069;"NR";"N";"Compl non-REW"
"304";3;0,732213895396008;0,766532305537496;0,692850876074862;"R";"N";"Compl REW"
"306";3,08;0,784710824202188;0,814143536698843;0,75061707087045;"NR";"N";"Compl non-REW"
"308";3,08;0,736044695200982;0,770227678166275;0,696776346360982;"R";"N";"Compl REW"
"310";3,12;0,78831429626547;0,817593485452965;0,754335324717647;"NR";"N";"Compl non-REW"
"312";3,12;0,739880739687713;0,77392234630359;0,700713323589814;"R";"N";"Compl REW"
"314";3,16;0,78951280572579;0,818739905153697;0,75557301241072;"NR";"N";"Compl non-REW"
"316";3,16;0,741158516714544;0,775151877551216;0,702025915361263;"R";"N";"Compl REW"
"318";3,2;0,790708866240949;0,819883324462557;0,756808865478737;"NR";"N";"Compl non-REW"
"320";3,2;0,742434645713973;0,77637911945858;0,703337579353647;"R";"N";"Compl REW"
"322";3,24;0,792494120007036;0,821588468914673;0,758655228338011;"NR";"N";"Compl non-REW"
"324";3,24;0,744341213524161;0,778211342019008;0,705298658203252;"R";"N";"Compl REW"
"326";3,28;0,793086853235826;0,822154195762257;0,759268707589972;"NR";"N";"Compl non-REW"
"328";3,28;0,744974705538108;0,778819783293433;0,705950641590797;"R";"N";"Compl REW"
"330";3,32;0,794271922830791;0,823284912138448;0,760495596341503;"NR";"N";"Compl non-REW"
"332";3,32;0,746241988378259;0,780036804887363;0,707254986775192;"R";"N";"Compl REW"
"334";3,36;0,794864538209089;0,823850181813167;0,761109275517176;"NR";"N";"Compl non-REW"
"336";3,36;0,746876079048552;0,780645595652365;0,707907759826451;"R";"N";"Compl REW"
"338";3,4;0,796048888914363;0,82497947982601;0,762336121091889;"NR";"N";"Compl non-REW"
"340";3,4;0,74814404803097;0,781862747763648;0,709213259578888;"R";"N";"Compl REW"
"342";3,44;0,798415358657432;0,827234371075007;0,764789050472221;"NR";"N";"Compl non-REW"
"344";3,44;0,750680531031269;0,784295894720377;0,711826543466707;"R";"N";"Compl REW"
"346";3,48;0,799598148315639;0,82836066587448;0,766015742468735;"NR";"N";"Compl non-REW"
"348";3,48;0,751949774246937;0,785512816233534;0,713134773762808;"R";"N";"Compl REW"
"350";3,52;0,800188465820493;0,828922534157661;0,766628240635958;"NR";"N";"Compl non-REW"
"352";3,52;0,752583611393978;0,786120371482677;0,713788219218418;"R";"N";"Compl REW"
"354";3,56;0,801960553350489;0,830608674678227;0,768467350056188;"NR";"N";"Compl non-REW"
"356";3,56;0,754487837804587;0,787944773741603;0,71575224600964;"R";"N";"Compl REW"
"358";3,6;0,80255132306303;0,831170622105492;0,76908059183562;"NR";"N";"Compl non-REW"
"360";3,6;0,755123161040458;0,78855324979676;0,716407718722657;"R";"N";"Compl REW"
"362";3,64;0,803142438912914;0,831732800959951;0,769694274473943;"NR";"N";"Compl non-REW"
"364";3,64;0,755759109040236;0,78916214092182;0,717064036422891;"R";"N";"Compl REW"
"366";3,68;0,806678759504717;0,835092969289353;0,773368655868823;"NR";"N";"Compl non-REW"
"368";3,68;0,759568959574976;0,792807552161836;0,720998106818005;"R";"N";"Compl REW"
"370";3,72;0,807266051018664;0,835650477462448;0,773979415842521;"NR";"N";"Compl non-REW"
"372";3,72;0,760202568784733;0,793413298944542;0,721652905421031;"R";"N";"Compl REW"
"374";3,76;0,808437542427334;0,836762002075659;0,775198326260484;"NR";"N";"Compl non-REW"
"376";3,76;0,761467218043715;0,794621812133232;0,722960414351717;"R";"N";"Compl REW"
"378";3,8;0,809022360152292;0,83731669917513;0,775806989796305;"NR";"N";"Compl non-REW"
"380";3,8;0,762098924660513;0,795225250674;0,723613766668163;"R";"N";"Compl REW"
"382";3,84;0,810188284425136;0,838421922086333;0,777021191026153;"NR";"N";"Compl non-REW"
"384";3,84;0,763359096238453;0,796428471433325;0,724917734187271;"R";"N";"Compl REW"
"386";3,88;0,811349767978436;0,839522112588608;0,778231689014225;"NR";"N";"Compl non-REW"
"388";3,88;0,764615489871246;0,79762742037521;0,726218503953059;"R";"N";"Compl REW"
"390";3,92;0,811929406303506;0,840070902624118;0,778836066771388;"NR";"N";"Compl non-REW"
"392";3,92;0,765242876737464;0,79822596334561;0,726868194559151;"R";"N";"Compl REW"
"394";3,96;0,812509394466642;0,840619926355071;0,779440890198236;"NR";"N";"Compl non-REW"
"396";3,96;0,765870899138022;0,798824928434298;0,727518745519444;"R";"N";"Compl REW"
"398";4;0,814248926626242;0,842265915396265;0,781255514011547;"NR";"N";"Compl non-REW"
"400";4;0,767756048295317;0,800621970541318;0,729472433598383;"R";"N";"Compl REW"
"402";4,08;0,815405884494819;0,843359974929491;0,782463087171993;"NR";"N";"Compl non-REW"
"404";4,08;0,769011152117319;0,801817864750749;0,73077367554314;"R";"N";"Compl REW"
"406";4,12;0,815983244556643;0,843905682518029;0,783065989651984;"NR";"N";"Compl non-REW"
"408";4,12;0,769637880388794;0,8024148656707;0,731423589472449;"R";"N";"Compl REW"
"410";4,16;0,818292384163106;0,846087111490606;0,785478279480715;"NR";"N";"Compl non-REW"
"412";4,16;0,772147085798316;0,804803526231315;0,734027211107699;"R";"N";"Compl REW"
"414";4,2;0,820023162952652;0,847720960253912;0,787287456451145;"NR";"N";"Compl non-REW"
"416";4,2;0,7740305941888;0,806595002607832;0,735983180108177;"R";"N";"Compl REW"
"418";4,28;0,820600812309111;0,848266060399793;0,787891432668588;"NR";"N";"Compl non-REW"
"420";4,28;0,774659751246787;0,807193040366654;0,736636956442221;"R";"N";"Compl REW"
"422";4,4;0,822329775254646;0,849896547731467;0,789700314789613;"NR";"N";"Compl non-REW"
"424";4,4;0,77654449269734;0,808983732150472;0,738596276086689;"R";"N";"Compl REW"
"426";4,48;0,824055637270984;0,851522772851264;0,791507294616236;"NR";"N";"Compl non-REW"
"428";4,48;0,778428282732113;0,810772617844701;0,740555381922743;"R";"N";"Compl REW"
"430";4,52;0,824629030717589;0,852062666574616;0,792108076068815;"NR";"N";"Compl non-REW"
"432";4,52;0,779054687231582;0,811367182852292;0,741207113520929;"R";"N";"Compl REW"
"434";4,56;0,82520112881179;0,852601111417115;0,792707762843877;"NR";"N";"Compl non-REW"
"436";4,56;0,779679947542518;0,811960463224329;0,74185787549149;"R";"N";"Compl REW"
"438";4,6;0,826342796473249;0,853675045899648;0,7939051167168;"NR";"N";"Compl non-REW"
