"";"x";"predicted";"conf.low";"conf.high";"group";"facet";"stimuli"
"537";6,24;0,443666908100105;0,479958969258561;0,404842135818354;"NR";"L";"Familiar non-REW"
"539";6,24;0,897735503038323;0,918372819244109;0,87188057651899;"R";"L";"Familiar REW"
"541";6,28;0,44492537319347;0,481230282755239;0,406079747752432;"NR";"L";"Familiar non-REW"
"543";6,28;0,898632102418439;0,919178333635103;0,872862672569584;"R";"L";"Familiar REW"
"545";6,32;0,446186251081559;0,482503610725615;0,407320176820644;"NR";"L";"Familiar non-REW"
"547";6,32;0,899524551431995;0,919979314159284;0,873841174205419;"R";"L";"Familiar REW"
"549";6,4;0,447447783656464;0,483777441957046;0,408561390762103;"NR";"L";"Familiar non-REW"
"551";6,4;0,900411609447161;0,920774516442281;0,874814932171677;"R";"L";"Familiar REW"
"553";6,52;0,448711943435919;0,485053541941608;0,409805589388599;"NR";"L";"Familiar non-REW"
"555";6,52;0,901294665852203;0,921565250159296;0,875785375627318;"R";"L";"Familiar REW"
"557";6,56;0,450614127649991;0,486972810041594;0,411678673868627;"NR";"L";"Familiar non-REW"
"559";6,56;0,902612425180429;0,9227436745409;0,877235428000537;"R";"L";"Familiar REW"
"561";6,6;0,451886903287876;0,488256318344595;0,412932728713876;"NR";"L";"Familiar non-REW"
"563";6,6;0,903486826672959;0,92352463298479;0,878198784926355;"R";"L";"Familiar REW"
"565";6,64;0,452524300999114;0,488898942982731;0,413560905653965;"NR";"L";"Familiar non-REW"
"567";6,64;0,90392252294816;0,923913437973289;0,878679212849619;"R";"L";"Familiar REW"
"569";6,72;0,453163374343534;0,489542998397563;0,41419102055486;"NR";"L";"Familiar non-REW"
"571";6,72;0,904357896064916;0,924301819626155;0,879159419685471;"R";"L";"Familiar REW"
"573";6,84;0,455091455638159;0,491484640113862;0,416093701112539;"NR";"L";"Familiar non-REW"
"575";6,84;0,905662537001531;0,925465234542941;0,880598578791871;"R";"L";"Familiar REW"
"577";6,88;0,455737077638658;0,492134397365233;0,416731262915757;"NR";"L";"Familiar non-REW"
"579";6,88;0,906096429426286;0,925851950442598;0,881077376692612;"R";"L";"Familiar REW"
