"";"x";"predicted";"std.error";"conf.low";"conf.high";"group"
"73";3,8;9,35279798909489e-06;0,138588573202156;7,12813166304501e-06;1,2271766800155e-05;"Dynamic non-REW"
"74";3,8;9,62771522324111e-06;0,138024640781536;7,3457719187701e-06;1,26185288266939e-05;"Static non-REW"
"75";3,8;8,96592334878915e-05;0,122244526030227;7,05583779821022e-05;0,000113930291624748;"Dynamic REW"
"76";3,8;7,67498935688721e-05;0,123166156093381;6,02900589724195e-05;9,77030009811987e-05;"Static REW"
"77";4;8,8672781651136e-06;0,139613206689644;6,74453910932369e-06;1,16581086195743e-05;"Dynamic non-REW"
"78";4;9,15936030595022e-06;0,138968281898467;6,97551176961893e-06;1,20269059283297e-05;"Static non-REW"
"79";4;9,0144905893561e-05;0,122146506845352;7,095421990654e-05;0,000114525420596119;"Dynamic REW"
"80";4;7,73879184387424e-05;0,123029602136729;6,08075323236462e-05;9,84888321281154e-05;"Static REW"
"81";4,2;8,42757039370765e-06;0,140684402817085;6,39664855022061e-06;1,11032982953249e-05;"Dynamic non-REW"
"82";4,2;8,7336491116465e-06;0,139963763773656;6,63833672215916e-06;1,14903144494154e-05;"Static non-REW"
"83";4,2;9,06115280794838e-05;0,12209305526655;7,13289830683809e-05;0,000115106172361886;"Dynamic REW"
"84";4,2;7,79995000161366e-05;0,122947530772512;6,12979491869771e-05;9,92511886035082e-05;"Static REW"
"85";4,4;8,0293007440913e-06;0,14178224235275;6,08125630125641e-06;1,06013670554578e-05;"Dynamic non-REW"
"86";4,4;8,3467042573435e-06;0,140991153936672;6,33146212332496e-06;1,10033710879703e-05;"Static non-REW"
"87";4,4;9,10587776381575e-05;0,122077617960146;7,16832314112188e-05;0,000115670811630823;"Dynamic REW"
"88";4,4;7,85839297670253e-05;0,122912107558785;6,17615339164524e-05;9,99878942184377e-05;"Static REW"
"89";4,6;7,66860455174832e-06;0,142888553763067;5,79549051011643e-06;1,01471066282556e-05;"Dynamic non-REW"
"90";4,6;7,99508349776696e-06;0,142032221590783;6,05237461716338e-06;1,05613621627007e-05;"Static non-REW"
"91";4,6;9,14863444689929e-05;0,122093977932603;7,20175177358155e-05;0,000116217656949035;"Dynamic REW"
"92";4,6;7,91405269694593e-05;0,122915886413699;6,21985275933586e-05;0,000100696822680581;"Static REW"
"93";4,8;7,3420653214834e-06;0,14398686984634;5,53677891370498e-06;9,73596603635994e-06;"Dynamic non-REW"
"94";4,8;7,67572973610567e-06;0,143070406642364;5,79880812785593e-06;1,01601553094955e-05;"Static non-REW"
"95";4,8;9,18939311364011e-05;0,122136272596459;7,23323779815509e-05;0,000116745088978084;"Dynamic REW"
"96";4,8;7,96686400334903e-05;0,122951836288403;6,26091806413766e-05;0,000101375910608929;"Static REW"
"97";5;7,04666181957396e-06;0,145062363980568;5,30281991689602e-06;9,36396391010881e-06;"Dynamic non-REW"
"98";5;7,38592749424266e-06;0,144090766509319;5,56872211094551e-06;9,79612405038102e-06;"Static non-REW"
"99";5;9,22812532144263e-05;0,12219900746677;7,26283262700284e-05;0,000117251557924128;"Dynamic REW"
"100";5;8,01676477712444e-05;0,1230133616192;6,29937462665236e-05;0,000102023169555249;"Static REW"
"101";5,2;6,779722225199e-06;0,146101773653932;5,09155663044866e-06;9,02761396151872e-06;"Dynamic non-REW"
"102";5,2;7,12326498673017e-06;0,145079908415839;5,3602818276483e-06;9,4660833666753e-06;"Static non-REW"
"103";5,2;9,26480396173623e-05;0,122277066026413;7,29058506606239e-05;0,000117735590160399;"Dynamic REW"
"104";5,2;8,06369606136887e-05;0,123094317278969;6,33524747023833e-05;0,00010263669702801;"Static REW"
"105";5,4;6,53888437947511e-06;0,147093317432685;4,90115357042839e-06;8,72386162049596e-06;"Dynamic non-REW"
"106";5,4;6,8856010656182e-06;0,146025913466596;5,17184045024738e-06;9,16723467532574e-06;"Static non-REW"
"107";5,4;9,29940329158134e-05;0,122365716313246;7,31654095575452e-05;0,000118195794095792;"Dynamic REW"
