"";"x";"predicted";"conf.low";"conf.high";"group"
"67";0,64;0,419810223279778;0,454015567877634;0,383461950183925;"Dynamic REW"
"68";0,64;0,340842801477398;0,372302269363185;0,307806622268069;"Static REW"
"69";0,68;0,0965273524325551;0,111631470161712;0,0811664332018662;"Dynamic non-REW"
"70";0,68;0,0959236217960866;0,110893881095866;0,0807013018493973;"Static non-REW"
"71";0,68;0,447097282822475;0,481770118651076;0,410104616378804;"Dynamic REW"
"72";0,68;0,36471062277214;0,397023727011992;0,330665880402579;"Static REW"
"73";0,72;0,0993285523489509;0,114782289479794;0,0836050307476084;"Dynamic non-REW"
"74";0,72;0,098708275635765;0,114024910987046;0,0831268480556804;"Static non-REW"
"75";0,72;0,457029749629965;0,491848405144848;0,419825312422889;"Dynamic REW"
"76";0,72;0,373466561730001;0,406073311639776;0,339069691658067;"Static REW"
"77";0,76;0,100937491677695;0,116591062465716;0,0850065473336639;"Dynamic non-REW"
"78";0,76;0,100307737068904;0,115822368829103;0,0845208706466087;"Static non-REW"
"79";0,76;0,462667535358098;0,497562333545011;0,425349258555227;"Dynamic REW"
"80";0,76;0,37845322162082;0,411222022684082;0,3438606527461;"Static REW"
"81";0,8;0,102952349943294;0,118855387136237;0,0867622922224288;"Dynamic non-REW"
"82";0,8;0,102310752831332;0,118072629507608;0,0862671786313478;"Static non-REW"
"83";0,8;0,469659181661242;0,504640115455183;0,43220799186298;"Dynamic REW"
"84";0,8;0,384654454735283;0,417618576641065;0,34982448805933;"Static REW"
"85";0,84;0,105784005755827;0,122036083099609;0,089231084592723;"Dynamic non-REW"
"86";0,84;0,105125815401145;0,121233624740722;0,088722749518959;"Static non-REW"
"87";0,84;0,47935758722354;0,514444259175839;0,441735522431278;"Dynamic REW"
"88";0,84;0,393288289439428;0,426513265069589;0,358138423592305;"Static REW"
"89";0,88;0,109044225443015;0,125695408686957;0,0920759194180902;"Dynamic non-REW"
"90";0,88;0,108367003165655;0,124870363907603;0,0915524189151595;"Static non-REW"
"91";0,88;0,490341336396397;0,525530361203022;0,452542518748272;"Dynamic REW"
"92";0,88;0,403112051565526;0,436620753693853;0,367610316989365;"Static REW"
"93";0,92;0,110274709347373;0,127075680275841;0,0931503740472633;"Dynamic non-REW"
"94";0,92;0,109590324245654;0,126242130600989;0,0926211729317135;"Static non-REW"
"95";0,92;0,494436621265931;0,529659301455615;0,456576199533606;"Dynamic REW"
"96";0,92;0,406787498796748;0,440399185000961;0,371156970912519;"Static REW"
"97";0,96;0,113167086219563;0,130318210615786;0,0956777219387689;"Dynamic non-REW"
"98";0,96;0,112465908046317;0,129464637478532;0,0951352486147593;"Static non-REW"
"99";0,96;0,503955722623627;0,539249019201187;0,465958977035168;"Dynamic REW"
"100";0,96;0,415357836846598;0,44920270584366;0,379433300484462;"Static REW"
"101";1;0,118200372145287;0,135953904840278;0,100082058074721;"Dynamic non-REW"
"102";1;0,117470118105704;0,13506565822901;0,0995166282314418;"Static non-REW"
"103";1;0,520166586882933;0,555556485348745;0,481958681466557;"Dynamic REW"
"104";1;0,430042408858641;0,464264884014445;0,393633820135062;"Static REW"
"105";1,04;0,119048312063959;0,136902447156143;0,100824844282974;"Dynamic non-REW"
"106";1,04;0,11831317818768;0,136008412152122;0,100255531776797;"Static non-REW"
"107";1,04;0,522853855958918;0,558256646889375;0,484613766862366;"Dynamic REW"
"108";1,04;0,432487816983467;0,466770546968551;0,396000959734691;"Static REW"
"109";1,08;0,121177837500082;0,139283666538752;0,102691138443692;"Dynamic non-REW"
"110";1,08;0,120430471907025;0,138375109651348;0,102112110019653;"Static non-REW"
"111";1,08;0,529547750162988;0,564978452441821;0,491231364011671;"Dynamic REW"
"112";1,08;0,438593338413194;0,473022397744027;0,40191492328179;"Static REW"
"113";1,12;0,126346369952855;0,145057273529223;0,107225967702711;"Dynamic non-REW"
"114";1,12;0,125569457563769;0,144113457574867;0,106623675401222;"Static non-REW"
"115";1,12;0,545471373405726;0,580943339434491;0,506996805360691;"Dynamic REW"
"116";1,12;0,453199973604525;0,48795643433103;0,416084316037699;"Static REW"
"117";1,16;0,12852510665896;0,147488465299469;0,109139925021;"Dynamic non-REW"
"118";1,16;0,127735799027381;0,146529861842163;0,108527876627718;"Static non-REW"
"119";1,16;0,552048603501272;0,587526961598982;0,513518618324641;"Dynamic REW"
"120";1,16;0,45926807966669;0,494151773959489;0,42197877818804;"Static REW"
"121";1,2;0,130720547498834;0,149936605207385;0,111070102336216;"Dynamic non-REW"
"122";1,2;0,129918785644602;0,14896314922242;0,1104482504107;"Static non-REW"
"123";1,2;0,558596282936943;0,594074999662265;0,520016650181742;"Dynamic REW"
"124";1,2;0,465329702318072;0,500335854011798;0,427871041941778;"Static REW"
"125";1,24;0,133371436407051;0,152890717110238;0,11340238809198;"Dynamic non-REW"
"126";1,24;0,132554685041454;0,151899332601705;0,112768798128829;"Static non-REW"
"127";1,24;0,566396396176446;0,601865773319573;0,527767087958287;"Dynamic REW"
"128";1,24;0,472578376958278;0,507723917426654;0,434923657070994;"Static REW"
"129";1,28;0,136484146733377;0,156356876940701;0,11614329748958;"Dynamic non-REW"
"130";1,28;0,135649862220043;0,155344534297384;0,115495973190958;"Static non-REW"
"131";1,28;0,575409244777511;0,610853134633199;0,536737089606316;"Dynamic REW"
"132";1,28;0,480992240676765;0,516290178105285;0,443118493681618;"Static REW"
"133";1,32;0,137825281508996;0,15784943947832;0,117325000954025;"Dynamic non-REW"
"134";1,32;0,136983465323545;0,15682807621634;0,116671798341264;"Static non-REW"
"135";1,32;0,579244346482984;0,614672822895335;0,540558438424281;"Dynamic REW"
"136";1,32;0,484585130822721;0,51994487838276;0,446620866216187;"Static REW"
"137";1,36;0,140070387396886;0,160346924092255;0,119304198543791;"Dynamic non-REW"
"138";1,36;0,139215993498343;0,159310469680516;0,118641211616534;"Static non-REW"
"139";1,36;0,585600174458768;0,620997475434031;0,546896908918313;"Dynamic REW"
"140";1,36;0,490556509827848;0,52601405860276;0,452446482033371;"Static REW"
"141";1,4;0,142788403328409;0,163368025276972;0,121702560183022;"Dynamic non-REW"
"142";1,4;0,141918833679599;0,162313459668716;0,121027672591481;"Static non-REW"
"143";1,4;0,593188128379845;0,628540593499709;0,554471105065518;"Dynamic REW"
"144";1,4;0,497713686479349;0,533282155211036;0,459434552230921;"Static REW"
"145";1,44;0,145995206190944;0,166928803376237;0,124535584948053;"Dynamic non-REW"
"146";1,44;0,145107804240039;0,165852972359371;0,123846705492125;"Static non-REW"
"147";1,44;0,601992222052503;0,637282283931133;0,563268667922942;"Dynamic REW"
"148";1,44;0,506057314844777;0,541747323513615;0,467587667814527;"Static REW"
"149";1,48;0,148776524512535;0,170013837074083;0,126995801150924;"Dynamic non-REW"
"150";1,48;0,147873720085169;0,168919615521068;0,126294868123076;"Static non-REW"
"151";1,48;0,609499752812029;0,644727726742887;0,570778654760069;"Dynamic REW"
"152";1,48;0,51320641187531;0,548994430403409;0,474578556421663;"Static REW"
"153";1,52;0,151588446465647;0,173129728613487;0,129485979749163;"Dynamic non-REW"
"154";1,52;0,150670130544111;0,17201698431392;0,128772917458667;"Static non-REW"
"155";1,52;0,61697021089281;0,652128308080588;0,578258815674241;"Dynamic REW"
"156";1,52;0,520352257883695;0,556232010946924;0,481571536946182;"Static REW"
"157";1,56;0,153946001717392;0,175740371971512;0,131575363308649;"Dynamic non-REW"
"158";1,56;0,153014727736498;0,174612193883007;0,130852132640309;"Static non-REW"
"159";1,56;0,62314191292062;0,65823387048494;0,584446773591497;"Dynamic REW"
"160";1,56;0,526280448436355;0,562229384204662;0,487379450706268;"Static REW"
"161";1,6;0,157753131693077;0,179952239402807;0,134953082907977;"Dynamic non-REW"
"162";1,6;0,156801023042516;0,178799413463605;0,134213337887529;"Static non-REW"
"163";1,6;0,632934276707695;0,667907221503731;0,594278304315441;"Dynamic REW"
"164";1,6;0,535733421002678;0,571781059433106;0,496651278225732;"Static REW"
"165";1,64;0,159196023899378;0,181546991667996;0,136234678069824;"Dynamic non-REW"
"166";1,64;0,158236048368784;0,180384867544725;0,135488691938632;"Static non-REW"
"167";1,64;0,636590009814128;0,67151492958025;0,597951831423768;"Dynamic REW"
"168";1,64;0,539277548223414;0,575359286362604;0,500129943375417;"Static REW"
"169";1,68;0,160647731803164;0,183150577971368;0,137524969562286;"Dynamic non-REW"
"170";1,68;0,159679857682904;0,181979123142592;0,136772713800904;"Static non-REW"
"171";1,68;0,640237577962735;0,675112525554336;0,601618989679561;"Dynamic REW"
"172";1,68;0,542822098534716;0,578936680964824;0,503609969951479;"Static REW"
"173";1,72;0,162107794272451;0,18476254541828;0,138823486981237;"Dynamic non-REW"
"174";1,72;0,16113199268168;0,183581709048336;0,138064958243479;"Static non-REW"
"175";1,72;0,64387548373731;0,678698536544614;0,605278265092792;"Dynamic REW"
"176";1,72;0,546365659698441;0,582511438991236;0,507090411762179;"Static REW"
"177";1,76;0,162596968572275;0,185302380728784;0,139258762445338;"Dynamic non-REW"
"178";1,76;0,161618514711777;0,18411840570522;0,138498135281952;"Static non-REW"
"179";1,76;0,645087475487809;0,679892939972795;0,606497588510197;"Dynamic REW"
"180";1,76;0,54754810120626;0,583704018095211;0,508251989881372;"Static REW"
"181";1,8;0,164558728320224;0,187466588782383;0,141005023559592;"Dynamic non-REW"
